;timestamp;amount
0;1499842500;4.0
1;1531292100;4.5
2;1562741700;1.0
3;1089183300;1.8
4;1215586500;1.95
5;1278485700;1.95
6;1309935300;2.4
7;1341471300;3.6
8;1058252100;1.3
9;1121151300;1.95
10;1184050500;1.95
11;1404888900;3.6
12;1436338500;3.6
13;1467788100;4.0
14;1153292100;1.95
15;1247640900;1.95
16;1373439300;3.6
17;1467615300;4.0
