;timestamp;high;low;open;close;volume
0;1563173700;17.399999618530273;16.700000762939453;17.399999618530273;16.700000762939453;72021.0
1;1563260100;16.959999084472656;16.6200008392334;16.799999237060547;16.700000762939453;55376.0
2;1563346500;16.860000610351562;16.540000915527344;16.700000762939453;16.559999465942383;66523.0
3;1563432900;16.899999618530273;16.399999618530273;16.899999618530273;16.799999237060547;68288.0
4;1563519300;16.979999542236328;16.559999465942383;16.799999237060547;16.65999984741211;56454.0
5;1563778500;16.959999084472656;16.520000457763672;16.959999084472656;16.520000457763672;14954.0
6;1563864900;16.899999618530273;16.440000534057617;16.639999389648438;16.5;8819.0
7;1563951300;16.639999389648438;16.299999237060547;16.5;16.299999237060547;30898.0
8;1564037700;16.520000457763672;16.360000610351562;16.399999618530273;16.399999618530273;42133.0
9;1564124100;16.399999618530273;16.360000610351562;16.399999618530273;16.399999618530273;463.0
10;1564383300;16.399999618530273;16.299999237060547;16.360000610351562;16.299999237060547;2122.0
11;1564469700;16.3799991607666;16.219999313354492;16.299999237060547;16.299999237060547;2843.0
12;1564556100;16.299999237060547;16.18000030517578;16.219999313354492;16.18000030517578;11458.0
13;1564642500;16.219999313354492;16.100000381469727;16.18000030517578;16.1200008392334;13394.0
14;1564728900;16.5;15.699999809265137;16.100000381469727;16.0;71077.0
15;1564988100;16.200000762939453;15.699999809265137;16.0;15.899999618530273;37790.0
16;1565074500;16.15999984741211;15.859999656677246;16.15999984741211;16.0;24537.0
17;1565160900;16.200000762939453;15.739999771118164;16.200000762939453;15.84000015258789;20905.0
18;1565247300;16.100000381469727;15.800000190734863;16.100000381469727;15.899999618530273;1286.0
19;1565333700;16.299999237060547;15.600000381469727;15.920000076293945;15.640000343322754;18307.0
20;1565592900;15.800000190734863;15.0;15.600000381469727;15.5;32091.0
21;1565679300;16.0;15.260000228881836;15.84000015258789;15.399999618530273;39113.0
22;1565765700;15.800000190734863;15.399999618530273;15.600000381469727;15.800000190734863;25321.0
23;1565938500;15.899999618530273;15.34000015258789;15.5;15.880000114440918;5689.0
24;1566197700;16.280000686645508;15.5;15.9399995803833;15.880000114440918;28592.0
25;1566284100;16.420000076293945;15.880000114440918;15.899999618530273;16.100000381469727;33939.0
26;1566370500;16.5;16.100000381469727;16.200000762939453;16.5;52522.0
27;1566456900;16.6200008392334;16.100000381469727;16.5;16.5;25954.0
28;1566543300;17.700000762939453;16.5;16.700000762939453;17.0;40082.0
29;1566802500;17.600000381469727;17.18000030517578;17.360000610351562;17.399999618530273;16564.0
30;1566888900;17.600000381469727;16.899999618530273;17.440000534057617;17.0;10299.0
31;1566975300;17.100000381469727;16.899999618530273;17.0;16.959999084472656;5377.0
32;1567061700;17.200000762939453;16.760000228881836;16.81999969482422;17.0;10511.0
33;1567148100;17.200000762939453;16.780000686645508;17.200000762939453;17.0;9244.0
34;1567407300;17.65999984741211;17.0;17.200000762939453;17.5;10412.0
35;1567493700;17.600000381469727;17.239999771118164;17.600000381469727;17.239999771118164;5210.0
36;1567580100;17.5;17.18000030517578;17.479999542236328;17.18000030517578;6735.0
37;1567666500;17.799999237060547;16.799999237060547;17.18000030517578;16.8799991607666;12287.0
38;1567752900;17.200000762939453;16.81999969482422;17.200000762939453;17.0;8572.0
39;1568012100;17.399999618530273;17.200000762939453;17.399999618530273;17.299999237060547;3720.0
40;1568098500;;;;;
41;1568184900;17.600000381469727;17.139999389648438;17.399999618530273;17.5;52535.0
42;1568271300;17.5;17.34000015258789;17.399999618530273;17.5;2454.0
43;1568357700;17.760000228881836;17.280000686645508;17.5;17.360000610351562;20048.0
44;1568616900;17.760000228881836;17.360000610351562;17.360000610351562;17.540000915527344;10595.0
45;1568703300;17.760000228881836;17.399999618530273;17.5;17.760000228881836;30519.0
46;1568789700;17.979999542236328;17.459999084472656;17.5;17.559999465942383;27974.0
47;1568876100;17.920000076293945;17.600000381469727;17.760000228881836;17.600000381469727;11253.0
48;1568962500;18.0;17.600000381469727;17.600000381469727;17.639999389648438;12533.0
49;1569221700;18.479999542236328;17.020000457763672;18.459999084472656;17.760000228881836;12127.0
50;1569308100;17.81999969482422;17.239999771118164;17.760000228881836;17.5;5228.0
51;1569394500;18.0;17.100000381469727;18.0;17.100000381469727;22421.0
52;1569480900;17.399999618530273;17.020000457763672;17.100000381469727;17.200000762939453;24337.0
53;1569567300;17.600000381469727;17.040000915527344;17.299999237060547;17.040000915527344;5197.0
54;1569826500;17.399999618530273;17.040000915527344;17.040000915527344;17.100000381469727;14255.0
55;1569912900;17.600000381469727;17.100000381469727;17.100000381469727;17.100000381469727;19794.0
56;1569999300;17.299999237060547;16.899999618530273;17.100000381469727;16.899999618530273;5851.0
57;1570085700;17.5;16.799999237060547;17.5;16.799999237060547;12095.0
58;1570172100;17.0;16.440000534057617;16.799999237060547;16.600000381469727;7555.0
59;1570431300;16.200000762939453;14.600000381469727;16.200000762939453;14.800000190734863;81479.0
60;1570517700;15.0;13.5;15.0;14.0;69696.0
61;1570604100;14.859999656677246;13.739999771118164;14.34000015258789;14.260000228881836;26430.0
